owner,repo,full_name,input_language,input_license_family,input_spdx,input_stars,api_status,api_html_url,api_license_spdx,api_license_name,api_license_key,api_license_family,api_stars,api_archived,api_disabled,api_created_at,api_updated_at,api_pushed_at,api_default_branch,api_latest_commit_sha
brockpetrie,vue-moment,brockpetrie/vue-moment,JavaScript,permissive,,,ok,https://github.com/brockpetrie/vue-moment,MIT,MIT License,mit,Permissive,1312,False,False,2014-12-28T01:47:37Z,2025-08-18T10:26:23Z,2024-10-24T19:57:00Z,master,e6782c369538c4d5e2ea636eb099447e975fb436
graphite-project,graphite-web,graphite-project/graphite-web,JavaScript,permissive,,,ok,https://github.com/graphite-project/graphite-web,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,6012,False,False,2012-05-07T21:30:55Z,2025-08-27T09:38:33Z,2025-07-19T04:34:59Z,master,c92e8c0a15cba3092c512c6fa991f955f9c23cce
Netflix,vizceral,Netflix/vizceral,JavaScript,permissive,,,ok,https://github.com/Netflix/vizceral,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,4087,False,False,2016-05-25T16:07:51Z,2025-08-19T08:05:44Z,2023-11-28T04:23:58Z,master,85af133b10b58859769e65a23b3c1203defb88bc
qsniyg,maxurl,qsniyg/maxurl,JavaScript,permissive,,,ok,https://github.com/qsniyg/maxurl,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,1328,False,False,2018-02-15T22:05:50Z,2025-08-27T07:50:55Z,2025-08-27T07:50:51Z,master,8cbe3b64ce2d836ccd59365be3b3d35bd17930a5
mattboldt,typed.js,mattboldt/typed.js,JavaScript,permissive,,,ok,https://github.com/mattboldt/typed.js,MIT,MIT License,mit,Permissive,16118,False,False,2013-05-25T22:17:44Z,2025-08-27T10:03:49Z,2025-02-07T03:30:52Z,main,bddda19a147ec1f145d2bc0b466f2b9bcdc90ce5
sindresorhus,hyper-snazzy,sindresorhus/hyper-snazzy,JavaScript,permissive,,,ok,https://github.com/sindresorhus/hyper-snazzy,MIT,MIT License,mit,Permissive,1462,False,False,2016-07-17T00:47:19Z,2025-08-08T13:18:59Z,2023-07-31T15:38:15Z,main,aa7cbce9b23b20c6ee66c47f4265dee3bb2f0330
diegohaz,rest,diegohaz/rest,JavaScript,permissive,,,ok,https://github.com/diegohaz/rest,MIT,MIT License,mit,Permissive,1804,False,False,2016-09-06T23:05:11Z,2025-08-27T12:10:10Z,2023-01-07T04:06:33Z,master,a126563ed694eaf1df35c7c24bfad4df6f08aca9
francoischalifour,medium-zoom,francoischalifour/medium-zoom,JavaScript,permissive,,,ok,https://github.com/francoischalifour/medium-zoom,MIT,MIT License,mit,Permissive,3847,False,False,2016-07-26T20:48:35Z,2025-08-25T16:34:54Z,2024-07-24T21:21:36Z,master,35b519fbdef97df69cc1d7daf46988effef0860b
linkfy,Tools-for-Instagram,linkfy/Tools-for-Instagram,JavaScript,permissive,,,ok,https://github.com/linkfy/Tools-for-Instagram,MIT,MIT License,mit,Permissive,527,False,False,2019-08-12T12:37:53Z,2025-08-23T16:44:23Z,2023-01-09T22:56:24Z,master,2a1bc6347bdaf35fc08477a44f7c72739e3b8fe5
sdelements,lets-chat,sdelements/lets-chat,JavaScript,permissive,,,ok,https://github.com/sdelements/lets-chat,MIT,MIT License,mit,Permissive,9816,False,False,2012-03-09T19:32:33Z,2025-08-26T14:02:38Z,2025-07-26T08:46:46Z,master,617207ff3c0c0bf8e3c7a915bd9ec03f1dd8390c
jakiestfu,Mention.js,jakiestfu/Mention.js,JavaScript,permissive,,,ok,https://github.com/jakiestfu/Mention.js,MIT,MIT License,mit,Permissive,745,False,False,2012-12-13T20:26:35Z,2025-07-04T06:37:59Z,2017-10-19T08:55:54Z,master,1b588ef059bfd4c5164393eb686252abbf8c8ebd
dankogai,js-base64,dankogai/js-base64,JavaScript,permissive,,,ok,https://github.com/dankogai/js-base64,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,4332,False,False,2009-04-01T21:15:08Z,2025-08-22T11:07:39Z,2025-08-10T14:17:02Z,main,5fd183de18040eda8fd59a0bd3098d7f3e6938d0
microrealestate,microrealestate,microrealestate/microrealestate,JavaScript,permissive,,,ok,https://github.com/microrealestate/microrealestate,MIT,MIT License,mit,Permissive,861,False,False,2017-11-05T18:43:50Z,2025-08-27T07:44:53Z,2025-06-08T09:43:17Z,master,e248383f99c60d5bb51fedefb1304da57882c03e
wonderwhy-er,DesktopCommanderMCP,wonderwhy-er/DesktopCommanderMCP,JavaScript,permissive,,,ok,https://github.com/wonderwhy-er/DesktopCommanderMCP,MIT,MIT License,mit,Permissive,4299,False,False,2024-12-04T08:26:08Z,2025-08-27T15:23:01Z,2025-08-27T10:15:23Z,main,d7a5481fbf5038ca90201ba4716eaaddba0f5716
VisualDataWeb,WebVOWL,VisualDataWeb/WebVOWL,JavaScript,permissive,,,ok,https://github.com/VisualDataWeb/WebVOWL,MIT,MIT License,mit,Permissive,801,False,False,2015-04-17T20:21:46Z,2025-08-25T20:15:24Z,2025-06-13T09:10:24Z,master,855a3a2e25b51e573c38537fe4efffd5a0ea59f3
plentz,jquery-maskmoney,plentz/jquery-maskmoney,JavaScript,permissive,,,ok,https://github.com/plentz/jquery-maskmoney,MIT,MIT License,mit,Permissive,958,False,False,2009-10-30T01:38:05Z,2025-06-16T22:44:22Z,2024-11-03T10:52:44Z,master,954ab411dd34df753e1f338ecf7a6e756e36336e
documentcloud,visualsearch,documentcloud/visualsearch,JavaScript,permissive,,,ok,https://github.com/documentcloud/visualsearch,MIT,MIT License,mit,Permissive,1797,False,False,2011-06-10T17:01:17Z,2025-08-10T19:06:54Z,2022-09-30T08:00:06Z,master,e808ae35416da17b70ffd74614880da1befe8673
expressjs,morgan,expressjs/morgan,JavaScript,permissive,,,ok,https://github.com/expressjs/morgan,MIT,MIT License,mit,Permissive,8100,False,False,2014-02-08T19:19:14Z,2025-08-27T13:36:17Z,2025-08-01T09:17:43Z,master,9c889f503ab3f8ea4801fcb659c0ea8b555ecfaa
nicolaspanel,numjs,nicolaspanel/numjs,JavaScript,permissive,,,ok,https://github.com/nicolaspanel/numjs,MIT,MIT License,mit,Permissive,2446,False,False,2016-02-13T12:14:25Z,2025-08-26T13:36:57Z,2024-05-31T01:46:40Z,master,b0b71237595bf6c9b57ade9e0e5dc720f7e1545b
jamstack-cms,jamstack-cms,jamstack-cms/jamstack-cms,JavaScript,permissive,,,ok,https://github.com/jamstack-cms/jamstack-cms,MIT,MIT License,mit,Permissive,730,False,False,2019-09-22T17:49:23Z,2025-04-29T02:46:45Z,2023-01-11T19:37:54Z,master,a0cd88709d8e6ae396639f4157b350b28facb810
laravel,breeze-next,laravel/breeze-next,JavaScript,permissive,,,ok,https://github.com/laravel/breeze-next,MIT,MIT License,mit,Permissive,1650,False,False,2021-12-01T21:21:57Z,2025-08-27T12:29:18Z,2025-03-24T03:45:46Z,master,d89e60f9d58e418ca582129f8956fba5c2c21e10
liveview-native,liveview-client-jetpack,liveview-native/liveview-client-jetpack,Kotlin,permissive,,,ok,https://github.com/liveview-native/liveview-client-jetpack,MIT,MIT License,mit,Permissive,126,False,False,2022-02-14T15:24:05Z,2025-08-22T05:59:15Z,2025-08-22T01:09:26Z,main,c0b88e498db62770ee5b8bd47a8f30145b05fe19
bitPogo,kmock,bitPogo/kmock,Kotlin,permissive,,,ok,https://github.com/bitPogo/kmock,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,62,False,False,2022-02-05T09:43:03Z,2025-04-22T09:18:21Z,2024-02-23T10:19:20Z,main,9a94e2842f615b08d4e2942c4987278a3d5c9f43
nextbreakpoint,flink-controller,nextbreakpoint/flink-controller,Kotlin,permissive,,,ok,https://github.com/nextbreakpoint/flink-controller,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,Permissive,53,False,False,2019-02-08T07:19:05Z,2025-01-26T16:03:21Z,2024-12-20T20:01:09Z,master,72f4ca978d417c4bc30fa69cae6f4f3fa8e53543
ochadenas,cpudefense,ochadenas/cpudefense,Kotlin,permissive,,,ok,https://github.com/ochadenas/cpudefense,MIT,MIT License,mit,Permissive,170,False,False,2022-04-10T08:58:11Z,2025-08-20T13:13:25Z,2025-05-05T22:16:50Z,master,c23e4d73b1dff5b228fa995424696ecf7bb5da67
detekt,detekt-intellij-plugin,detekt/detekt-intellij-plugin,Kotlin,permissive,,,ok,https://github.com/detekt/detekt-intellij-plugin,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,307,False,False,2018-03-25T09:29:18Z,2025-08-27T14:23:36Z,2025-03-18T20:46:46Z,main,12851e5423d92c57db99f3c61f3d3fe064af4b55
Tlaster,NestedScrollView,Tlaster/NestedScrollView,Kotlin,permissive,,,ok,https://github.com/Tlaster/NestedScrollView,MIT,MIT License,mit,Permissive,76,False,False,2021-04-14T08:44:41Z,2025-06-18T06:43:11Z,2024-10-18T01:59:59Z,master,2127363c54019216abc53005f756d2c431368274
a914-gowtham,compose-ratingbar,a914-gowtham/compose-ratingbar,Kotlin,permissive,,,ok,https://github.com/a914-gowtham/compose-ratingbar,MIT,MIT License,mit,Permissive,246,False,False,2021-04-03T06:23:00Z,2025-08-25T16:57:56Z,2025-07-31T11:43:14Z,main,4c7c36a435839671763bfda2f4ff824a9f913339
alexzhirkevich,compottie,alexzhirkevich/compottie,Kotlin,permissive,,,ok,https://github.com/alexzhirkevich/compottie,MIT,MIT License,mit,Permissive,460,False,False,2023-12-12T14:36:36Z,2025-08-27T06:14:00Z,2025-08-25T14:09:11Z,standalone-main,308bb7721ebfd53165a4544b3fa5dd1c47000cac
corbella83,PopKorn,corbella83/PopKorn,Kotlin,permissive,,,ok,https://github.com/corbella83/PopKorn,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,156,False,False,2019-11-13T13:30:39Z,2025-07-15T03:37:09Z,2023-07-04T07:45:48Z,master,175a0a25efb3a8c484b710d2d48910f27d42a3f4
lppedd,idea-conventional-commit,lppedd/idea-conventional-commit,Kotlin,permissive,,,ok,https://github.com/lppedd/idea-conventional-commit,MIT,MIT License,mit,Permissive,364,False,False,2019-09-15T23:23:37Z,2025-08-26T10:32:54Z,2025-08-04T14:06:03Z,master,38a4709735117c97b0b0d0083179d18b916a7946
Plastix,Kotlin-Android-Boilerplate,Plastix/Kotlin-Android-Boilerplate,Kotlin,permissive,,,ok,https://github.com/Plastix/Kotlin-Android-Boilerplate,MIT,MIT License,mit,Permissive,278,False,False,2016-08-12T11:22:35Z,2025-07-14T14:45:48Z,2017-07-18T03:40:30Z,master,443762ca4f331cd2d37a042298e57416d3c63ab1
tasomaniac,OpenLinkWith,tasomaniac/OpenLinkWith,Kotlin,permissive,,,ok,https://github.com/tasomaniac/OpenLinkWith,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,438,False,False,2015-09-15T11:56:52Z,2025-08-22T16:27:53Z,2025-05-31T11:25:11Z,master,08e47cb2ec1a41846daf9dc0cf4e8401d01cd85b
SynapseTech,Compass,SynapseTech/Compass,Kotlin,permissive,,,ok,https://github.com/SynapseTech/Compass,MIT,MIT License,mit,Permissive,50,False,False,2022-09-24T04:32:23Z,2025-08-09T03:01:26Z,2022-09-27T06:27:36Z,main,82ded70f1112a6a5c46319fd4d472a9b628a338f
2BAB,ScratchPaper,2BAB/ScratchPaper,Kotlin,permissive,,,ok,https://github.com/2BAB/ScratchPaper,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,73,False,False,2016-05-25T09:10:05Z,2025-03-18T02:00:47Z,2023-12-28T07:45:12Z,master,db2838970e497becd75d1772513810be39afc6cd
JeroenMols,ModularizationExample,JeroenMols/ModularizationExample,Kotlin,permissive,,,ok,https://github.com/JeroenMols/ModularizationExample,MIT,MIT License,mit,Permissive,736,False,False,2019-03-11T20:42:58Z,2025-08-18T23:36:22Z,2019-10-10T08:20:20Z,master,4bc921ae91a9f40c5b0ff4582ac8751bdb92d89f
ionspin,kotlin-multiplatform-crypto,ionspin/kotlin-multiplatform-crypto,Kotlin,permissive,,,ok,https://github.com/ionspin/kotlin-multiplatform-crypto,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,54,False,False,2019-07-20T09:53:09Z,2025-06-17T09:03:40Z,2021-11-30T09:31:11Z,master,425c066bac867a8899d519d80182e90259b78067
takahirom,Kotree,takahirom/Kotree,Kotlin,permissive,,,ok,https://github.com/takahirom/Kotree,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,71,False,False,2021-09-18T07:58:42Z,2025-07-06T15:50:38Z,2021-09-20T07:30:56Z,main,7706bf5b5e80f4cce543ada060a0df4300f8b14d
mobanisto,pinpit-gradle-plugin,mobanisto/pinpit-gradle-plugin,Kotlin,permissive,,,ok,https://github.com/mobanisto/pinpit-gradle-plugin,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,55,False,False,2022-11-08T21:15:49Z,2025-08-03T16:42:44Z,2025-08-03T16:42:41Z,master,d4717128f4b4040584dac205784b931e7fe74e2f
piotrmadry,FirebaseTestLab-Android,piotrmadry/FirebaseTestLab-Android,Kotlin,permissive,,,ok,https://github.com/piotrmadry/FirebaseTestLab-Android,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,55,False,False,2017-06-01T06:51:00Z,2024-01-07T08:01:54Z,2024-04-10T11:03:07Z,master,8ac8b23a2ca80d15d639a390f44398e07a727647
Key-CN,ViewRecord,Key-CN/ViewRecord,Kotlin,permissive,,,ok,https://github.com/Key-CN/ViewRecord,MIT,MIT License,mit,Permissive,51,False,False,2023-06-06T08:32:08Z,2025-07-10T20:55:15Z,2024-05-21T11:02:53Z,main,2ca4039148584df84e3ca163f77c082de997f3a5
komputing,KEthereum,komputing/KEthereum,Kotlin,permissive,,,ok,https://github.com/komputing/KEthereum,MIT,MIT License,mit,Permissive,363,False,False,2017-05-29T22:37:45Z,2025-08-27T12:12:57Z,2025-01-19T17:40:41Z,master,1f42cede2d31cb5d3c488bd74eeb8480ec47c919
viartemev,rabbitmq-kotlin,viartemev/rabbitmq-kotlin,Kotlin,permissive,,,ok,https://github.com/viartemev/rabbitmq-kotlin,MIT,MIT License,mit,Permissive,121,False,False,2019-01-07T12:53:28Z,2025-08-11T17:36:43Z,2025-08-21T05:34:12Z,master,718f9dbc341eb1c91d1cc68709a882fbc734596f
itswuanran,enode,itswuanran/enode,Kotlin,permissive,,,ok,https://github.com/itswuanran/enode,MIT,MIT License,mit,Permissive,210,False,False,2019-01-11T13:06:11Z,2025-07-22T09:25:30Z,2023-10-24T09:30:47Z,master,22c81b98b36a6a221d026272594eaf7817145e0f
shubham0204,Sentence-Embeddings-Android,shubham0204/Sentence-Embeddings-Android,Kotlin,permissive,,,ok,https://github.com/shubham0204/Sentence-Embeddings-Android,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,53,False,False,2024-06-24T13:06:14Z,2025-08-14T21:42:36Z,2025-06-17T03:45:43Z,main,77abdd4540a989a3522a4e729d8b6f1ed8c1ec88
jenly1314,ImageViewer,jenly1314/ImageViewer,Kotlin,permissive,,,ok,https://github.com/jenly1314/ImageViewer,MIT,MIT License,mit,Permissive,70,False,False,2019-11-07T08:55:33Z,2025-08-25T07:30:55Z,2025-05-14T14:37:45Z,master,942b530a7ba4156bdafc18e0354674067077df49
treslines,android_compose_arsenal,treslines/android_compose_arsenal,Kotlin,permissive,,,ok,https://github.com/treslines/android_compose_arsenal,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,79,False,False,2022-04-22T15:11:11Z,2025-06-30T06:12:12Z,2023-10-06T10:55:25Z,main,5d6b5d887fd549a2eda0d21c7af0adc5e14774d9
2307vivek,Seeker,2307vivek/Seeker,Kotlin,permissive,,,ok,https://github.com/2307vivek/Seeker,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,403,False,False,2023-01-30T12:40:47Z,2025-08-21T09:15:29Z,2025-08-15T11:35:37Z,main,e6e7ee26ca28484fbbbdcdf815687f13c090b818
google-gemini,deprecated-generative-ai-android,google-gemini/deprecated-generative-ai-android,Kotlin,permissive,,,ok,https://github.com/google-gemini/deprecated-generative-ai-android,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,844,False,False,2023-12-04T15:57:21Z,2025-08-18T01:28:14Z,2025-06-11T17:37:30Z,main,a77dc5e4dc07d7aa710f59fde1908fbfff2e0e70
shenbengit,WebRTCExtension,shenbengit/WebRTCExtension,Kotlin,permissive,,,ok,https://github.com/shenbengit/WebRTCExtension,MIT,MIT License,mit,Permissive,97,False,False,2021-08-21T11:27:51Z,2025-07-23T14:43:34Z,2023-11-06T08:57:41Z,master,619ab9b42ef54eee518da149c397820cb94d58b0
SHAMSRIZWAN,MvvmKotlinJetpackCompose,SHAMSRIZWAN/MvvmKotlinJetpackCompose,Kotlin,permissive,,,ok,https://github.com/SHAMSRIZWAN/MvvmKotlinJetpackCompose,MIT,MIT License,mit,Permissive,86,False,False,2021-11-20T10:54:04Z,2025-06-13T20:46:51Z,2023-04-09T01:48:34Z,master,c9204168db4d0c078107fa45dc17f990c730d58e
Innovattic,range-seek-bar,Innovattic/range-seek-bar,Kotlin,permissive,,,ok,https://github.com/Innovattic/range-seek-bar,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,81,False,False,2018-07-20T09:07:51Z,2024-09-26T17:21:14Z,2022-05-03T09:33:41Z,master,6fcfb25aae3c83a54beadff495262314e8510d35
akexorcist,ScreenshotDetection,akexorcist/ScreenshotDetection,Kotlin,permissive,,,ok,https://github.com/akexorcist/ScreenshotDetection,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,171,False,False,2017-10-17T08:39:35Z,2025-06-01T07:36:35Z,2022-04-29T07:30:17Z,master,977f7c40dae12afce8b8aab10c89e5ca022deddf
andkulikov,compose-photoapp,andkulikov/compose-photoapp,Kotlin,permissive,,,ok,https://github.com/andkulikov/compose-photoapp,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,119,False,False,2020-05-24T20:47:53Z,2025-02-05T21:17:10Z,2023-09-04T16:23:39Z,master,e9b3382d1fe06b14ca67331fc842b7743af5182e
moallemi,Film-Time,moallemi/Film-Time,Kotlin,permissive,,,ok,https://github.com/moallemi/Film-Time,MIT,MIT License,mit,Permissive,117,False,False,2023-04-26T23:06:53Z,2025-06-19T10:04:22Z,2024-10-08T19:48:32Z,dev,ad3eeed30bed20216a9fa12e34f06e43b70a74cc
Hannah-Sten,TeXiFy-IDEA,Hannah-Sten/TeXiFy-IDEA,Kotlin,permissive,,,ok,https://github.com/Hannah-Sten/TeXiFy-IDEA,MIT,MIT License,mit,Permissive,958,False,False,2016-07-01T14:31:08Z,2025-08-24T03:23:57Z,2025-08-20T12:55:02Z,master,ba46090503da531fb0a5420ea47ac3799130ca8b
sqldelight,sql-psi,sqldelight/sql-psi,Kotlin,permissive,,,ok,https://github.com/sqldelight/sql-psi,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,97,False,False,2017-08-15T23:10:07Z,2025-08-25T16:39:02Z,2025-08-21T19:14:11Z,master,95466b40f7b2617fe124b77ec643f058e50a9bf8
nanchen2251,ScreenRecordHelper,nanchen2251/ScreenRecordHelper,Kotlin,permissive,,,ok,https://github.com/nanchen2251/ScreenRecordHelper,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,528,False,False,2019-06-21T09:55:41Z,2025-08-18T08:45:14Z,2019-06-27T11:24:09Z,master,d374aed487b2833ba61972cefcdccb261249a612
mikeerickson,phpunit-pretty-result-printer,mikeerickson/phpunit-pretty-result-printer,PHP,permissive,,,ok,https://github.com/mikeerickson/phpunit-pretty-result-printer,MIT,MIT License,mit,Permissive,1195,False,False,2017-07-17T23:21:46Z,2025-07-22T07:31:15Z,2024-04-12T01:58:31Z,master,102d1c145d1b3ac80a797ad9495937a332fb820c
symfony,polyfill,symfony/polyfill,PHP,permissive,,,ok,https://github.com/symfony/polyfill,MIT,MIT License,mit,Permissive,2783,False,False,2015-10-22T06:30:37Z,2025-08-25T08:00:06Z,2025-08-20T11:05:52Z,1.x,41ace00c1b507ac77391cab681e7e1112838d1f6
gherkins,regexpbuilderphp,gherkins/regexpbuilderphp,PHP,permissive,,,ok,https://github.com/gherkins/regexpbuilderphp,MIT,MIT License,mit,Permissive,1350,False,False,2015-02-12T19:16:22Z,2025-07-10T11:13:41Z,2024-08-26T05:21:32Z,main,f5614a0816c6182905a1af31599329cd77919a6d
dspurl,tfshop,dspurl/tfshop,PHP,permissive,,,ok,https://github.com/dspurl/tfshop,MIT,MIT License,mit,Permissive,872,False,False,2020-08-04T01:31:08Z,2025-08-23T11:46:29Z,2025-06-19T00:34:33Z,master,fe8dff4dcb1ccaa4981e840152f6474a52b02167
azjezz,psl,azjezz/psl,PHP,permissive,,,ok,https://github.com/azjezz/psl,MIT,MIT License,mit,Permissive,1300,False,False,2019-12-24T01:19:10Z,2025-08-24T20:02:37Z,2025-08-12T13:59:30Z,next,4da56b36598793f69b72a0ca05071a0a70b02d84
MenaraSolutions,geographer,MenaraSolutions/geographer,PHP,permissive,,,ok,https://github.com/MenaraSolutions/geographer,MIT,MIT License,mit,Permissive,760,False,False,2016-03-28T10:43:20Z,2025-06-28T14:18:57Z,2023-10-06T13:57:56Z,master,795f9e0ee3722f8442c632bed2583131343f5698
walkor,workerman,walkor/workerman,PHP,permissive,,,ok,https://github.com/walkor/workerman,MIT,MIT License,mit,Permissive,11449,False,False,2013-12-08T07:49:28Z,2025-08-27T03:09:22Z,2025-08-21T11:24:15Z,master,203c7f6651f958794ce495d42d9a57a211974949
Laravel-Lang,lang,Laravel-Lang/lang,PHP,permissive,,,ok,https://github.com/Laravel-Lang/lang,MIT,MIT License,mit,Permissive,7692,False,False,2013-05-29T22:56:40Z,2025-08-27T14:36:41Z,2025-08-27T00:55:57Z,main,583acd258e8fd5a8199dac80cb5323e66079f812
http-interop,http-factory-guzzle,http-interop/http-factory-guzzle,PHP,permissive,,,ok,https://github.com/http-interop/http-factory-guzzle,MIT,MIT License,mit,Permissive,578,False,False,2016-08-25T15:40:09Z,2025-08-14T07:10:44Z,2021-07-23T15:26:40Z,master,8f06e92b95405216b237521cc64c804dd44c4a81
knpuniversity,oauth2-client-bundle,knpuniversity/oauth2-client-bundle,PHP,permissive,,,ok,https://github.com/knpuniversity/oauth2-client-bundle,MIT,MIT License,mit,Permissive,815,False,False,2015-11-09T01:13:02Z,2025-08-27T08:47:05Z,2025-08-26T15:40:13Z,main,2f48e1ff7969ef0252482d0f6af874eca639ea2d
usernotnull,tall-toasts,usernotnull/tall-toasts,PHP,permissive,,,ok,https://github.com/usernotnull/tall-toasts,MIT,MIT License,mit,Permissive,571,False,False,2021-10-09T07:08:15Z,2025-08-24T19:17:23Z,2025-08-25T15:52:13Z,main,901ee34080b44e3300e918b5343436cfe24439d6
laravel-enso,enso,laravel-enso/enso,PHP,permissive,,,ok,https://github.com/laravel-enso/enso,MIT,MIT License,mit,Permissive,1091,False,False,2017-06-22T16:39:52Z,2025-08-17T20:54:03Z,2025-01-30T07:18:34Z,master,40ad10e734713332fbb9da9c487bcc142b1b70c4
Lomkit,laravel-rest-api,Lomkit/laravel-rest-api,PHP,permissive,,,ok,https://github.com/Lomkit/laravel-rest-api,MIT,MIT License,mit,Permissive,553,False,False,2023-04-23T19:46:31Z,2025-08-27T12:34:02Z,2025-08-20T16:58:28Z,main,887ce275e7191f655ee26dabb17351dcdf6cc69b
SleekDB,SleekDB,SleekDB/SleekDB,PHP,permissive,,,ok,https://github.com/SleekDB/SleekDB,MIT,MIT License,mit,Permissive,959,False,False,2018-04-13T17:50:14Z,2025-08-14T05:07:07Z,2025-04-19T19:19:49Z,master,9f269892b028c57d680ada24fce445fd3f64b9b2
pyca,pyopenssl,pyca/pyopenssl,Python,permissive,,,ok,https://github.com/pyca/pyopenssl,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,915,False,False,2014-01-09T20:10:36Z,2025-08-24T06:20:21Z,2025-08-16T20:47:42Z,main,56199439d5c0b7c462b6c4f190855099f7296417
streamlit,llm-examples,streamlit/llm-examples,Python,permissive,,,ok,https://github.com/streamlit/llm-examples,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,854,False,False,2023-05-24T21:05:08Z,2025-08-24T13:27:33Z,2025-01-30T22:00:31Z,main,1afdc02cac85be8ff3d0c7cbee1a21be1e856efa
cvlab-columbia,zero123,cvlab-columbia/zero123,Python,permissive,,,ok,https://github.com/cvlab-columbia/zero123,MIT,MIT License,mit,Permissive,2937,False,False,2023-03-17T23:23:09Z,2025-08-26T02:31:03Z,2023-12-05T09:55:45Z,main,f426883b1a7353d91ddc34a551dd91b6223e4ce8
eragonruan,text-detection-ctpn,eragonruan/text-detection-ctpn,Python,permissive,,,ok,https://github.com/eragonruan/text-detection-ctpn,MIT,MIT License,mit,Permissive,3444,False,False,2017-09-20T02:52:27Z,2025-08-27T12:14:10Z,2023-10-03T21:05:26Z,master,c04a571e2593fc361c1aff3127e58dc13fdc4e5a
Vchitect,Vchitect-2.0,Vchitect/Vchitect-2.0,Python,permissive,,,ok,https://github.com/Vchitect/Vchitect-2.0,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,914,False,False,2024-09-09T12:18:28Z,2025-08-24T15:37:25Z,2025-03-17T14:18:12Z,master,be56767f1107b4fd6ba7652fe92ec0e7032878fe
catalyst-team,catalyst,catalyst-team/catalyst,Python,permissive,,,ok,https://github.com/catalyst-team/catalyst,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,3361,False,False,2018-08-20T07:56:13Z,2025-08-25T16:43:28Z,2025-06-27T02:59:05Z,master,e99f90655d0efcf22559a46e928f0f98c9807ebf
SethMMorton,natsort,SethMMorton/natsort,Python,permissive,,,ok,https://github.com/SethMMorton/natsort,MIT,MIT License,mit,Permissive,978,False,False,2012-05-03T02:58:47Z,2025-08-12T07:20:17Z,2025-08-01T15:19:06Z,main,b0ea0aea274902c63b510d78112f892c33be957d
YoRyan,mailrise,YoRyan/mailrise,Python,permissive,,,ok,https://github.com/YoRyan/mailrise,MIT,MIT License,mit,Permissive,1131,False,False,2021-06-01T22:53:48Z,2025-08-25T13:57:17Z,2024-04-15T18:22:11Z,main,ee40be524f15a50653863983827baae4258d3e0f
google-deepmind,sonnet,google-deepmind/sonnet,Python,permissive,,,ok,https://github.com/google-deepmind/sonnet,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,9879,False,False,2017-04-03T11:34:35Z,2025-08-27T15:20:53Z,2025-08-04T11:29:45Z,v2,39176f90db9ba770a6ad8ae518ab594314bb487f
bugen,pypipe,bugen/pypipe,Python,permissive,,,ok,https://github.com/bugen/pypipe,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,802,False,False,2023-09-20T06:30:07Z,2025-07-21T13:30:57Z,2024-01-04T00:42:10Z,main,29f65954c67703346c20fb8de7889b6c1b4d77b2
jettify,pytorch-optimizer,jettify/pytorch-optimizer,Python,permissive,,,ok,https://github.com/jettify/pytorch-optimizer,Apache-2.0,Apache License 2.0,apache-2.0,Permissive,3134,False,False,2020-01-03T03:16:39Z,2025-08-25T03:54:41Z,2024-03-22T11:10:03Z,master,19c3e41952b94f2d60db06e559ee9a1433b25e53
dbccccccc,ttsfm,dbccccccc/ttsfm,Python,permissive,,,ok,https://github.com/dbccccccc/ttsfm,MIT,MIT License,mit,Permissive,621,False,False,2025-03-25T09:32:21Z,2025-08-26T10:37:50Z,2025-08-24T06:45:44Z,main,72445db05a0080a1a5ad67084fc7c2abdccc437c
